,Chla_sqrt,Chla_ARlag1_sqrt,Temp_C,DO_mgL,SpCond_uScm,Turb_NTU_log,Kd,TP_log,TN_log,NH4_log,NO3NO2_log,SRP_log,DOC_log,TP_inf_log,TN_inf_log,NH4_inf_log,DOC_inf_log,NO3NO2_inf,SRP_inf,NH4NO3_SRP_inf,mean_flow,NO3NO2_load,SRP_load,TN_TP_log,NH4NO3NO2_SRP_log,TN_TP_inf_log,TN_load_log,TP_load_log,NH4_load_log,DOC_load_log,mean_wrt_log,flow_max_log,flow_min,flow_median,Temp_inf_mean,Temp_inf_max,Temp_inf_min,Total_chlorophyll_log,greens_log,cyano_log,diatoms_log,crypto_log,RelHum_max_log,AirTemp_max_log,AirTemp_mean_log,AirTemp_median_log,Rain_sum_log,WindSpeed_max_log,WindSpeed_mean_log,WindSpeed_median_log,RelHum_mean,RelHum_median,ShortWave_max,ShortWave_mean
SRP_load,0.018119658,-0.046837607,-0.317606838,-0.124786325,-0.721709402,-0.098119658,-0.405572755,-0.238461538,0.046861645,0.103206336,0.000687889,-0.12036603,-0.327900016,-0.027692308,-0.124786325,-0.130181844,0.020385133,-0.561709402,-0.044147867,-0.632820513,0.748376068,0.357264957,1,0.113846154,0.289280223,-0.511794872,0.709401709,0.788034188,0.490598291,0.698475438,-0.748376068,0.763679935,0.685929229,0.74816209,-0.107692308,-0.142612867,-0.118632479,-0.100854701,-0.0810811,-0.199452664,-0.150580115,-0.172719824,0.263085932,-0.178119658,-0.146666667,-0.08991453,0.495938287,-0.090598291,-0.031794872,-0.071452991,0.405811966,0.325811966,-0.162393162,-0.098119658
TN_TP_log,0.077692308,0.27,-0.442307692,0.095384615,-0.046153846,0.366923077,-0.210784314,-0.593076923,0.846864241,0.110297355,0.378361903,-0.306192429,0.408041481,0.288461538,0.248461538,-0.204318203,0.379389969,-0.518461538,-0.333846969,-0.498461538,0.240769231,-0.461538462,0.113846154,1,0.512021552,0.044615385,0.301538462,0.269230769,0.04,0.445511011,-0.240769231,0.206617945,0.18926717,0.253125606,-0.402307692,-0.427087373,-0.397692308,-0.037692308,-0.192729375,0.501154883,-0.072335767,0.171110081,0.215550487,-0.355384615,-0.415384615,-0.423846154,-0.134267627,0.302307692,0.320769231,0.329230769,0.138461538,0.211538462,-0.256153846,-0.283846154
NH4NO3NO2_SRP_log,0.276970426,0.129936743,-0.466746459,0.135749703,-0.208924606,0.042058472,-0.28998968,-0.332756305,0.465617543,0.707821594,0.354839229,-0.400302878,0.229054143,0.092665414,-0.117285008,-0.459826069,0.194279872,-0.404855537,-0.089679992,-0.506753299,0.277996243,-0.155924092,0.289280223,0.512021552,1,-0.175414603,0.106001027,0.262608997,-0.103949395,0.456368276,-0.277996243,0.282024974,0.224350205,0.282147743,-0.413745946,-0.459722942,-0.394597373,0.107368783,0.052694618,0.039349877,0.125273539,0.074674523,0.238152298,-0.328261246,-0.388784413,-0.368268085,0.232899728,0.003761327,0.094717047,0.076252352,0.222944096,0.179517869,-0.466062582,-0.433578396
TN_TP_inf_log,-0.031111111,0.169230769,0.031794872,-0.111794872,0.353846154,0.096068376,-0.067079463,-0.069230769,0.035915859,-0.042516896,0.059502368,0.196203587,0.16721184,-0.284102564,0.018803419,0.010962682,0.178936165,0.128888889,0.031143069,0.063247863,-0.346324786,-0.462564103,-0.511794872,0.044615385,-0.175414603,1,-0.236923077,-0.519316239,-0.297777778,-0.392433653,0.346324786,-0.380642977,-0.297144815,-0.336125838,-0.100854701,-0.080027364,-0.07965812,-0.028376068,-0.108450248,0.145398597,0.012490516,0.03647072,0.009237087,0.023589744,-0.028376068,-0.075555556,-0.429102159,-0.011965812,0.011282051,0.068717949,-0.156923077,-0.157606838,0.206153846,0.119316239
TN_load_log,-0.202051282,-0.135042735,-0.598632479,0.010598291,-0.548717949,0.213675214,-0.510835913,-0.392307692,0.166581175,-0.198869351,-0.250047522,-0.255690845,-0.128756551,0.047521368,0.096752137,-0.178828744,0.308608258,-0.808547009,-0.560917476,-0.622564103,0.887179487,0.017435897,0.709401709,0.301538462,0.106001027,-0.236923077,1,0.914529915,0.601367521,0.891586674,-0.887179487,0.884404976,0.828175769,0.885279548,-0.457777778,-0.472982244,-0.456410256,-0.364786325,-0.361614864,0.190557691,-0.338631779,-0.24015625,0.395826299,-0.443418803,-0.407179487,-0.360683761,0.294007859,0.230769231,0.111111111,0.090598291,0.495384615,0.499487179,-0.332649573,-0.372307692
TP_load_log,-0.112478632,-0.171965812,-0.591794872,0.158290598,-0.601367521,0.154188034,-0.589267286,-0.305384615,0.156661556,-0.084690913,-0.148583947,-0.360402333,-0.110902309,0.133675214,0.04,-0.231244065,0.240091563,-0.772307692,-0.4993158,-0.591111111,0.898119658,0.163760684,0.788034188,0.269230769,0.262608997,-0.519316239,0.914529915,1,0.552820513,0.907396951,-0.898119658,0.920998686,0.840485565,0.889724752,-0.444786325,-0.462380328,-0.44,-0.277948718,-0.244611758,0.105713333,-0.302201106,-0.197492389,0.387615554,-0.44957265,-0.411965812,-0.349059829,0.383596711,0.124786325,0.037264957,-0.005811966,0.534358974,0.520683761,-0.434529915,-0.447521368
NH4_load_log,-0.413333333,-0.325811966,-0.173333333,-0.10017094,-0.393504274,-0.288888889,-0.120743034,-0.168461538,0.101590573,-0.231785658,-0.283754065,0.009044846,-0.293908286,-0.156239316,-0.05025641,0.533745561,-0.041336519,-0.312820513,-0.426420485,-0.022905983,0.568547009,0.460512821,0.490598291,0.04,-0.103949395,-0.297777778,0.601367521,0.552820513,1,0.566346697,-0.568547009,0.490082108,0.600786468,0.576166875,0.061880342,0.022913818,0.058461538,-0.321025641,-0.267875533,0.005815944,-0.322671675,-0.332021176,0.046185437,-0.040683761,0.034529915,-0.008547009,0.121940382,-0.08034188,-0.106324786,-0.109059829,0.175384615,0.189059829,-0.07008547,-0.048205128
DOC_load_log,0.090909091,0.202710333,-0.690570299,-0.07622812,-0.469226426,0.293054771,-0.432967033,-0.333709768,0.511864488,-0.029994418,0.026107038,-0.425340654,0.27573126,-0.072840203,-0.155279503,-0.150142511,0.45640047,-0.884810841,-0.49321338,-0.708639187,0.968379447,-0.007340486,0.698475438,0.445511011,0.456368276,-0.392433653,0.891586674,0.907396951,0.566346697,1,-0.968379447,0.960452131,0.944664032,0.966958525,-0.481648786,-0.532203475,-0.480519481,-0.208356861,-0.214003388,0.214245473,-0.097989714,-0.149759873,0.482349638,-0.533596838,-0.523433089,-0.505364201,0.235918272,0.129305477,0.110107284,0.10107284,0.599096556,0.568605308,-0.570863919,-0.552795031
mean_wrt_log,0.231452991,0.112478632,0.723760684,-0.022222222,0.673162393,-0.162393162,0.552115583,0.424615385,-0.065332658,0.001028635,0.277907012,0.326658099,0.187812889,0.19042735,0.26974359,0.269956034,-0.343149733,0.865299145,0.62457254,0.647863248,-1,-0.046837607,-0.748376068,-0.240769231,-0.277996243,0.346324786,-0.887179487,-0.898119658,-0.568547009,-0.968379447,1,-0.949726458,-0.974867513,-0.999145168,0.563760684,0.573529445,0.575384615,0.48034188,0.456722652,-0.095449903,0.371245905,0.428358927,-0.381457496,0.524102564,0.495384615,0.457777778,-0.297562972,-0.052991453,0.055726496,0.074188034,-0.55008547,-0.517264957,0.375042735,0.380512821
flow_max_log,-0.082763343,-0.155950762,-0.714090329,0.028385775,-0.627565016,0.205540368,-0.619514796,-0.324740309,0.040034218,-0.053164299,-0.2026525,-0.397935363,-0.144428398,-0.076607392,-0.171682637,-0.293352041,0.374505211,-0.854651213,-0.532523233,-0.679548603,0.949726458,0.061901508,0.763679935,0.206617945,0.282024974,-0.380642977,0.884404976,0.920998686,0.490082108,0.960452131,-0.949726458,1,0.900290761,0.941166424,-0.54651166,-0.572870339,-0.551983616,-0.380642977,-0.381930207,0.060917184,-0.279570902,-0.34917171,0.463723504,-0.503761999,-0.464774309,-0.40424079,0.442407354,0.139876889,0.011627908,-0.024965802,0.623461049,0.555403589,-0.464090314,-0.465458304
flow_min,-0.314583694,-0.140194907,-0.719439231,0.073174903,-0.69413576,0.105659089,-0.552115583,-0.44008464,0.004960657,-0.055898701,-0.357419252,-0.376469113,-0.258415656,-0.285860835,-0.348435635,-0.202330323,0.321065839,-0.823388625,-0.645901315,-0.574115242,0.974867513,0.10805266,0.685929229,0.18926717,0.224350205,-0.297144815,0.828175769,0.840485565,0.600786468,0.944664032,-0.974867513,0.900290761,1,0.975718194,-0.541631056,-0.544210714,-0.555992485,-0.506753299,-0.474593732,0.064670667,-0.349967769,-0.518076009,0.310008595,-0.49204993,-0.46366901,-0.439733294,0.212276546,-0.027355104,-0.144640112,-0.151478887,0.486236971,0.456830234,-0.306035224,-0.313215939
flow_median,-0.236963587,-0.100530007,-0.720806986,0.015045307,-0.673619432,0.15934348,-0.542075447,-0.441238708,0.073212457,0.003943773,-0.276750518,-0.324104416,-0.191450801,-0.201743891,-0.277654304,-0.262121418,0.340697793,-0.865789036,-0.624165897,-0.648999839,0.999145168,0.045819799,0.74816209,0.253125606,0.282147743,-0.336125838,0.885279548,0.889724752,0.576166875,0.966958525,-0.999145168,0.941166424,0.975718194,1,-0.557360241,-0.56798359,-0.569328099,-0.484869215,-0.465012893,0.097861433,-0.368359729,-0.43944408,0.373652744,-0.518721156,-0.49204993,-0.456830234,0.288368976,0.051632758,-0.05129082,-0.065994188,0.538553607,0.508462993,-0.366558391,-0.370319718
Temp_inf_mean,-0.047521368,-0.032478632,0.927521368,-0.065299145,0.152820513,-0.535042735,0.630546956,0.310769231,-0.272618473,-0.077147593,0.086330025,0.43902292,-0.306268915,0.019487179,0.135726496,0.646113047,-0.677805661,0.751794872,0.62902155,0.56991453,-0.563760684,0.562393162,-0.107692308,-0.402307692,-0.413745946,-0.100854701,-0.457777778,-0.444786325,0.061880342,-0.481648786,0.563760684,-0.54651166,-0.541631056,-0.557360241,1,0.985636173,0.993846154,0.191794872,0.262401704,-0.407458186,0.066269129,0.050233256,-0.502565975,0.896068376,0.925470085,0.891282051,0.116252201,-0.337435897,-0.241025641,-0.232820513,-0.507692308,-0.501538462,0.591111111,0.666324786
Temp_inf_max,-0.130300965,-0.008891929,0.93433658,-0.0126539,0.141586876,-0.546853657,0.608157025,0.322046965,-0.316680929,-0.10838657,0.055049915,0.447699033,-0.328355644,0.025649796,0.135772922,0.601440225,-0.707933829,0.761285954,0.621020344,0.590287312,-0.573529445,0.523597842,-0.142612867,-0.427087373,-0.459722942,-0.080027364,-0.472982244,-0.462380328,0.022913818,-0.532203475,0.573529445,-0.572870339,-0.544210714,-0.56798359,0.985636173,1,0.971614284,0.141586876,0.216290225,-0.40520194,0.032798821,0.045259813,-0.542436719,0.910738767,0.930916607,0.901504841,0.057612533,-0.361833126,-0.282147759,-0.267783873,-0.545485668,-0.533515763,0.66484272,0.722640261
Temp_inf_min,-0.004444444,-0.052307692,0.935726496,-0.066666667,0.191794872,-0.50974359,0.622291022,0.331538462,-0.24593812,-0.063089587,0.137577729,0.437631405,-0.254079593,0.051623932,0.177435897,0.646455631,-0.683468198,0.759316239,0.614305594,0.584957265,-0.575384615,0.555555556,-0.118632479,-0.397692308,-0.394597373,-0.07965812,-0.456410256,-0.44,0.058461538,-0.480519481,0.575384615,-0.551983616,-0.555992485,-0.569328099,0.993846154,0.971614284,1,0.230769231,0.302771196,-0.365720236,0.060717788,0.102874955,-0.460143796,0.881025641,0.913846154,0.883760684,0.122651404,-0.338119658,-0.232820513,-0.225299145,-0.473504274,-0.465982906,0.565128205,0.628717949
