"Date","Site","Depth","Temp_interp","DO_mgL_interp","Chla_interp","Turb_NTU_interp","SpCond_uScm_interp","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TN_TP","NH4NO3_SRP","TN_inf","TP_inf","NH4_inf","NO3NO2_inf","SRP_inf","DOC_inf","TN_TP_inf","NH4NO3_SRP_inf","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta","Kd","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median","AirTemp_max","AirTemp_mean","AirTemp_median","Rain_sum","RelHum_max","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","WindSpeed_max","WindSpeed_mean","WindSpeed_median","week_julian","week_series","week_cum"
"2013-09-25",50,0.8,19.5132,8.15607,2.5629,1.0792,41.2644722065672,NA,17.1,8,4,4,NA,NA,3,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199446608690428,NA,0.931415662584298,NA,NA,NA,NA,180.282856041249,16.4639583333333,17.06,15.75,0.0231146773464087,0.0180487129788194,0.0198424387431003,23.67000732,19.4437512708333,19.38500366,0.00546,85.04359611,69.7730600983333,69.505007545,654.2999878,162.926374555417,2.526994341,1.36142989104167,1.2864981645,38,22,22
"2013-10-04",50,0.8,18.8687666666667,8.31249,3.4397,1.23586666666667,41.2681109496799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.04000244,22.7675033566667,22.544992065,0,87.43801452,68.5953100933333,67.94307202,608.8729858,173.269041379167,3.36808554,2.435140192125,2.5290352765,39,23,23
"2013-10-11",50,0.8,18.2243333333333,8.46891,4.3165,1.39253333333333,41.2717496927926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.45003662,16.61376215625,16.535028075,0,98.17345918,86.8392380954167,91.0214364,354.2449951,88.0824995045833,3.719892468,2.88664797258333,2.8408917535,40,24,24
"2013-10-16",50,0.8,17.5799,8.62533,5.1933,1.5492,41.2753884359053,NA,22.6,10,6,5,NA,NA,3.2,NA,NA,8,4,9,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222,23.2499939,17.93875529125,18.55500183,0.0002712,97.24288764,75.3528904641667,74.20707344,540.5150146,142.5655037575,2.965687056,1.48565647183333,1.3524031775,41,25,25
"2013-10-23",50,0.8,15.1604,8.4423,5.0148,2.657,41.5157400718003,NA,NA,6,4,NA,NA,NA,NA,NA,NA,9,4,9,NA,NA,1.44444444444444,NA,NA,NA,NA,NA,NA,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717,12.76003418,9.812507883875,10.299996945,0.0137184,95.48921023,74.05133928125,73.14887521,407.5079956,106.761916644167,9.56912759,5.39891974216667,5.7206390045,42,26,26
"2013-10-30",50,0.8,13.3085,9.12604,5.9352,2.2374,42.4934686172717,NA,24.5,23,7,5,NA,NA,6,NA,NA,14,8,16,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479,18.90999756,15.4125012716667,15.4400116,0.0126096,97.19163268,87.2054713591667,87.132150545,327.0270081,73.571625035,3.735304657,2.89218381066667,2.9976712095,43,27,27
"2014-05-05",50,0.8,15.6962,9.1226,0.6665,1.5828,33.538519432543,163,16.2,10,2,3,NA,10.0617283950617,4,NA,NA,15,13,2,2,NA,14,1.9,1.9,0,0,0,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685,22.56005249,16.3145881654167,15.995019535,0.034296,91.09178671,65.9221862820833,64.50491459,709.5650024,231.055705086667,4.645696801,2.72381968070833,3.320031504,17,1,28
"2014-05-08",50,0.8,17.813,9.18452,0.6348,0.9449,32.7364930534909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,1.91,0.55,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.52999268,22.5908383691667,21.94501648,0,83.68802307,61.75509103375,59.918502015,923.1259766,319.130625688333,4.312817923,3.75846612745833,3.9620142235,18,2,29
"2014-05-19",50,0.8,16.994,8.97037,1.0633,1.5324,31.9850713989404,212,15.5,4,1,3,NA,13.6774193548387,1.66666666666667,NA,NA,11,14,4,1.9,NA,6.25,NA,NA,NA,NA,NA,NA,0.0959793518121853,NA,NA,1.05577286993404,1.34371092537059,0.383917407248741,0.182360768443152,37.3864128848321,15.476875,16.38,14.69,0.0986458612251129,0.0932546425335454,0.096322978102235,19.95998535,14.667921957,15.36000977,0,68.92170242,59.2186224475,60.05292014,840.4260254,272.888629674583,3.297104745,1.92291672975,1.773425265,19,3,30
"2014-05-22",50,0.8,18.9524,9.00789,1.3807,0.9953,31.9819015875846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25002441,22.9395907079167,22.700021365,0,87.68806204,69.5786526404167,70.272355235,903.1119995,314.0380429425,7.321338844,4.982680915375,4.6985337565,20,4,31
"2014-06-02",50,0.8,20.3656,9.35791,1.8964,0.6932,31.3499673104147,178,15.2,13,4,6,NA,11.7105263157895,2.83333333333333,NA,NA,12,25,5,2.1,NA,7.4,4.56,1.91,0.21,1.77,1.8,NA,0.0994863108708914,NA,NA,1.1938357304507,2.48715777177229,0.497431554354457,0.208921252828872,36.0763086228125,18.2266666666667,19.13,17.38,0.103346618494695,0.094784671619937,0.0994242467499543,27.61000977,20.3654202783333,20.509988405,0,80.15589215,66.8620876958333,71.062819555,912.3759766,323.903457642083,4.765637623,3.34920272933333,3.385465922,21,5,32
"2014-06-04",50,0.8,21.9208,8.96563,1.464,0.5085,31.9571020976824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7499939,24.3650070191667,24.16500244,0.356078406,90.50856271,71.48061764875,74.336575625,844.7449951,267.8511230175,5.494842915,4.20700344158333,3.804510663,22,6,33
"2014-06-12",50,0.8,22.6797,8.90949,2.2098,1.1128,31.6274853566133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.29000244,22.4704236354167,22.41500244,0.262859997,98.55688212,85.8644509891667,86.712368935,601.9949951,198.843460400417,3.740802116,2.91086509625,3.0677321865,23,7,34
"2014-06-23",50,0.8,24.7702,8.7589,2.7772,1.0456,32.4588567649355,162.7,15.9,8,3,6,NA,10.2327044025157,1.83333333333333,NA,NA,8,29,5,1.8,NA,7.4,8,0.58,0.1,0.73,0.75,NA,0.0916347747657748,NA,NA,0.733078198126199,2.65740846820747,0.458173873828874,0.164942594578395,39.166747394096,22.2489583333333,22.75,21.69,0.0955527929721967,0.0879653820324372,0.091732935868125,31.40999756,25.20375595125,24.999993895,0,97.69570699,70.4145710066667,69.706032805,835.8289795,277.11357943,4.543798115,3.25820468525,3.096297041,24,8,35
"2014-07-01",50,0.8,25.0176,8.41094,1.3767,0.5421,32.3106664463674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35003052,27.7608467095833,27.85,0,91.80139042,69.4340963508333,68.55325776,904.3980103,325.154625258333,4.303510193,3.137455758625,2.862711158,25,9,36
"2014-07-02",50,0.8,26.1854,8.26689,0.8014,0.5085,32.8571301170223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18608429404516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11000977,29.98666661625,29.9999939,0.0126624,82.53170583,58.9630524995833,57.17909791,880.4680176,310.57933790875,5.359552266,3.38783809279167,3.3022044355,26,10,37
"2014-07-09",50,0.8,24.9888,8.00809,1.3965,0.7939,32.5898656240543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.86000977,25.6216712954167,25.810006715,0.191863201,80.3032738,64.50964815375,67.32172476,680.1779785,240.942833263333,5.370437612,4.00970057758333,3.8886526025,27,11,38
"2014-07-16",50,0.8,25.5824,7.91255,1.6504,0.8274,32.5387867424825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.94002686,21.96875406875,21.499993895,0,85.88243998,55.2617643408333,50.48499576,946.1469727,335.919164650417,4.370011444,3.57128669758333,3.7046408785,28,12,39
"2014-07-28",50,0.8,24.9583,7.87614,1.9559,0.7771,32.3734014430473,165.7,14.1,12,3,7,NA,11.7517730496454,2.14285714285714,NA,NA,8,34,7,2.1,NA,6,7.05,1.87,1.14,2.15,1.52,NA,0.0876440651887801,NA,NA,0.701152521510241,2.97989821641852,0.613508456321461,0.184052536896438,40.9541600305555,23.2076041666667,24.31,22.31,0.093254642533544,0.0842508679117992,0.0872182119157772,28.83001099,24.8100067129167,24.76500854,0.0003048,80.78516711,57.2597162895833,54.85693072,914.7789917,322.18203893875,10.47576254,7.28538636741667,6.9791417545,29,13,40
"2014-08-04",50,0.8,23.6047,8.05473,1.8488,1.1128,32.6077952430194,166.7,12.9,4,2,5,NA,12.922480620155,1.2,NA,NA,14,33,9,2.1,NA,5.22222222222222,7.38,1.35,1.47,3.26,3.86,NA,0.0869967119103992,NA,NA,1.21795396674559,2.87089149304317,0.782970407193592,0.182693095011838,41.2560604130489,22.6192134831461,23.81,21.44,0.0902195973915901,0.0827800843904082,0.0872182119157758,32.12999878,25.7016731275,25.61499939,0,82.32194309,60.4297694391667,60.733824505,877.3510132,292.542916933333,4.9309838,2.92328554941667,2.765917356,30,14,41
"2014-08-09",50,0.8,23.2483,7.69642,3.4715,1.8345,32.3692460796319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.87999878,21.2925010675,20.45002136,1.077974394,99.69986432,91.6027403270833,95.169749385,620.5499878,161.712874169708,2.166702695,1.28049826745833,1.3108870055,31,15,42
"2014-08-18",50,0.8,22.7535,8.67937,2.4836,6.0475,32.3979542820263,171.8,12.9,1,6,18,NA,13.3178294573643,0.388888888888889,NA,NA,8,30,7,2.1,NA,5.42857142857143,5.84,0.56,0.93,1.1,0.67,NA,0.091525806299636,NA,NA,0.732206450397088,2.74577418898908,0.640680644097452,0.192204193229236,39.256359271862,22.0561458333333,22.19,21.81,0.104929677200697,0.0835143968885665,0.0909752177161759,26.92003784,23.2966768904167,23.01999817,0.48126,96.87098552,80.5085198979167,80.420121965,400.0589905,138.519083806375,3.422864414,2.12867667991667,2.161319028,32,16,43
"2014-08-21",50,0.8,23.7569,9.11466,2.5312,2.4891,32.3564069654256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4500061,26.6166778570833,25.83503113,0.101032801,84.7390457,63.0614768466667,64.28424812,829.1749878,265.8497491725,4.991001729,3.57150502129167,3.4396945875,33,17,44
"2014-08-30",50,0.8,24.6314,8.106545,2.7018,0.6344,32.1918055482322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.89000854,26.2800053904167,25.6650177,0.027254399,96.37024389,71.58383872875,73.959786875,813.5629883,250.169414084583,5.127202197,3.18105635329167,3.3806507295,34,18,45
"2014-09-08",50,0.8,24.0482,7.92662,4.0071,0.8274,33.0437458117349,185,11.6,5,1,4,NA,15.948275862069,1.5,NA,NA,19,88,4,2.2,NA,26.75,9.49,3.55,1.96,1.82,4.05,NA,0.0458634708314704,NA,NA,0.871405945797937,4.03598543316939,0.183453883325882,0.100899635829235,78.2577679292595,21.4242708333333,22,21,0.0477492709302522,0.0429505634092423,0.0459299368382844,21.07000122,18.7916720079167,18.779992675,0.017618399,100,92.47877089125,91.49438584,323.946991,104.772332780417,4.817239866,3.86374652770833,4.140361649,35,19,46
"2014-09-15",50,0.8,21.5365,7.21839,4.7529,1.0456,34.3487603940324,171,16.6,4,2,5,NA,10.3012048192771,1.2,NA,NA,33,62,5,2,NA,19,7.43,2.42,1.43,1.1,1.86,NA,0.0415554157020126,NA,NA,1.37132871816642,2.57643577352478,0.207777078510063,0.0831108314040252,86.3744305686271,19.4267708333333,20.19,18.63,0.0435410982365784,0.0394643720079464,0.0417775886246348,27.66002808,21.3641754158333,21.09002075,0,88.59111776,70.2381009741667,76.00857098,767.2789917,226.113334022083,3.289756873,2.08292415033333,2.044636947,36,20,47
"2014-09-22",50,0.8,21.167,8.43564,2.8724,1.2638,34.5580308024571,201,12.6,6,0,6,NA,15.952380952381,1,NA,NA,12,NA,9,1.9,NA,NA,9.22,1.4,1.13,0.54,0.39,NA,0.0284912771498036,NA,NA,0.341895325797643,NA,0.256421494348232,0.0541334265846268,126.082552756442,18.0533333333333,19.38,17.25,0.0306640703229447,0.0265493080186143,0.0285819985718644,23.45998535,17.4275032045833,16.78000793,0,74.74317117,56.2236840491667,59.481683545,777.8309937,240.335876625833,7.252806214,5.31405692291667,5.4110067645,37,21,48
"2014-09-29",50,0.8,19.8863,8.8825,6.5263,1.6331,35.073192260294,209,14.4,6,1,4,NA,14.5138888888889,1.75,NA,NA,8,84,13,1.7,NA,7.07692307692308,NA,NA,NA,NA,NA,NA,0.0237231089974947,NA,NA,0.189784871979958,1.99274115578956,0.308400416967431,0.040329285295741,151.310819652682,18.13625,18.69,17.75,0.0245672288112439,0.0221628338211657,0.0235955790054464,24.80999146,19.9108406070833,19.26499329,0.013968,92.77398512,72.5850187741667,70.05174937,486.3340149,130.337834239125,3.375203592,2.3568186305,2.3930776525,38,22,49
"2014-10-04",50,0.8,20.2124,8.98219,4.7331,3.0263,35.20348380185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.693727370340838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7499939,13.918340301875,14.670007325,0,92.23537641,58.3237380508333,53.17675094,715.526001,196.920751892083,8.376407369,7.18587726966667,7.674417698,39,23,50
"2014-10-10",50,0.8,18.9197,8.71607,9.06545,3.17735,35.1519938458997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4500061,19.9112564079167,20.13001404,0.195144001,87.16395447,67.58926997,66.784057475,465.4289856,131.160998980833,4.879846406,2.60855804533333,2.493398611,40,24,51
"2014-10-15",50,0.8,17.627,8.44995,13.3978,3.3284,35.1005038899494,225,18.2,6,1,7,NA,12.3626373626374,1,NA,NA,7,4,5,3.3,NA,2.2,NA,NA,NA,NA,NA,NA,0.0540536618122633,NA,NA,0.378375632685843,0.216214647249053,0.270268309061316,0.178377083980469,67.5727830237589,16.5773958333333,17.69,16,0.0741390742050086,0.041195173649817,0.0520849055434737,22.22002563,18.9054211933333,18.404992675,0.60174239,100,86.588239365,86.82495616,562.3150024,137.9584585825,7.348503171,4.17696629616667,4.1515416565,41,25,52
"2014-10-23",50,0.8,14.2221,8.81042,7.2523,3.9494,38.311427661228,206,18,4,2,6,NA,11.4444444444444,1,NA,NA,3,0,7,1.7,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,0.0269925834834281,NA,NA,0.0809777504502844,0,0.188948084383997,0.0458873919218278,135.128696324669,12.18375,13.13,11.56,0.0355234757597263,0.0193887113723248,0.0270527854571274,19.08001099,11.9562571204583,11.249993895,0,90.10282618,67.1420892904167,68.964087285,640.2999878,180.820038792917,7.856417668,6.20255481783333,6.1038166395,42,26,53
"2014-10-30",50,0.8,12.28935,9.50194,8.14895,3.24445,37.884005327346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.40004883,9.70876083395833,9.125024414,0.0019872,81.43909221,61.7884129095833,60.779322925,621.25,170.475711342083,3.837186542,2.942215635875,3.2520754165,43,27,54
"2015-05-05",50,0.8,18.0452,9.27409,0.7142,5.979,31.0831608975343,135,12.5,NA,NA,NA,NA,10.8,NA,164,22.6,14,28,8,2,7.25663716814159,5.25,NA,NA,NA,NA,NA,NA,0.0793713170318312,13.0168959932203,1.79379176491939,1.11119843844564,2.22239687689127,0.63497053625465,0.158742634063662,45.2457600704766,17.6367708333333,19.25,16.31,0.0842508679117992,0.0713300175093225,0.0791411245074759,26.77001343,21.1920944220833,21.184991455,0,72.67356758,60.4509768954167,60.606015995,906.7919922,309.247709573667,3.977851071,2.73585190204167,2.7163473525,17,1,55
"2015-05-07",50,0.8,19.0562,9.21408,2.4796,6.4253,31.0079810401986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.74001465,21.7275088008333,21.29000244,0,82.59729969,70.67153089375,72.5151827,895.7269897,290.262040969167,3.483001467,2.33220261316667,2.8673454115,18,2,56
"2015-05-14",50,0.8,20.9263,8.40788,0.9522,4.3138,26.7826755835195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12745840695467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.73000488,14.7795895885833,15.155007935,0,83.40925451,70.02795205625,69.84373981,853.7249756,292.761502427917,3.572464089,2.84461401866667,2.928274501,19,3,57
"2015-05-21",50,0.8,21.5788,8.28637,2.1821,4.5885,32.4423465392174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.882383826032505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.77001343,14.5991709404167,13.48999939,0.137270396,96.03275834,90.14420508625,89.845380785,757.8790283,185.542418400417,4.88480299,2.77465681004167,2.1881029085,20,4,58
"2015-05-28",50,0.8,23.7297,8.48159,0.6467,1.2239,27.50091425738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23406810598999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.58999023,23.9191731770833,24.12999878,0.021215999,80.94940981,71.1502867279167,75.245295785,914.7319946,295.8560408725,3.166322701,1.83987517325,1.804196078,21,5,59
"2015-06-08",50,0.8,22.6388,9.13433,2.7891,2.1337,33.7245518666708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,2.63,0,5.57,0,-0.931404092466215,0.0604514128532949,10.6394486621799,0.918861475370082,0.846319779946128,4.59430737685041,0.483611302826359,0.0967222605652718,65.7423816975185,21.1401219512195,22.38,19.75,0.184879548057233,0.0447302015787999,0.0471402106178069,29.82000122,24.3975120541667,23.980004885,0.36015361,96.69969496,81.0888792920833,87.20988145,908.2579956,307.14816761375,7.706601014,5.45747280125,4.7398981765,22,6,60
"2015-06-11",50,0.8,23.8689,8.74398,1.8052,2.0994,33.3316175999454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.945193590487238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.04000244,25.6487543733333,25.505014035,0.020102401,82.48725862,71.00407357625,75.35103021,906.2670288,317.29742018375,4.159627313,2.97848342970833,2.8785976905,23,7,61
"2015-06-23",50,0.8,26.2256,8.10576,1.9956,2.9062,34.7643663389463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,4.09,0.3,1.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.82003174,27.8141774504167,27.61499939,0,78.65748812,68.3184458629167,71.15761236,897.4860229,314.027877810833,6.890457345,4.74713753725,4.2823324955,24,8,62
"2015-06-29",50,0.8,24.2944,8.76027,1.7655,2.8204,35.8463102899249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,3.75,1.61,0.84,1.2,-0.718449537276369,0.0281448459309265,5.06607226756677,0.450317534894824,0.140724229654632,2.08271859888856,0.309593305240191,NA,127.663467400945,20.8651041666667,21.88,19.56,0.0296169352202114,0.0231146773464087,0.0285819985718644,25.80999146,20.202086385,20.729989625,0,81.5696772,68.3743436816667,72.963346045,908.1790161,303.681625525417,4.743416262,3.15237225054167,3.4925850765,25,9,63
"2015-07-06",50,0.8,24.017,10.01841,2.7415,5.8588,36.3324272207987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.51,4.49,13.65,0,2.37,-1.23800962137734,0.0450028877222503,9.00057754445006,1.12957248182848,0.270017326333502,2.07013283522351,0.495031764944753,0.0900057754445006,80.4165696743945,21.9238541666667,22.63,21.5,0.0611242854363081,0.0388929629640152,0.0447302015787999,24.27999268,21.7945889791667,21.765008545,0.679958404,95.55268602,89.9989833916667,91.47123522,509.6239929,163.561124643333,3.448275016,2.233414408,2.808791105,26,10,64
"2015-07-09",50,0.8,24.674,11.94186,2.2495,9.3779,39.2747038711239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14458337085555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.26000366,26.4825047808333,26.219995115,0,88.76703106,70.0098613725,71.620472665,913.7449951,321.410082658333,8.244768194,5.24353794508333,4.791970225,27,11,65
"2015-07-16",50,0.8,25.7812,7.60056,2.801,2.9062,28.5961156461333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,6.02,0,0.73,1.57,-0.874264932172516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2499939,23.4237508133333,22.95499573,0,92.22802493,80.5518292795833,83.46479786,899.8909912,316.6256244975,3.854062694,3.253704759,3.3195975525,28,12,66
"2015-07-27",50,0.8,27.2903,8.18755,2.1027,1.6187,35.6452923120388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43,5.74,0.34,0.6,0.75,NA,0.0206104876115763,6.28619872153076,0.426637093559629,0.103052438057881,2.16410119921551,0.206104876115763,NA,174.291159925875,23.6628125,24.38,22.81,0.0221628338211657,0.019388711372324,0.0202996512356182,31.76000366,26.8175013233333,26.775003055,0.0117216,86.33659868,73.2690817783333,75.12690309,779.4639893,233.7368740175,3.322679584,2.55192607645833,2.4137751405,29,13,67
"2015-07-30",50,0.8,27.6775,6.53476,2.1384,2.4255,29.2014819145209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88335082090446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.30999146,27.0283370979167,26.58001099,0.0207552,87.12205311,73.8315800716667,74.49965699,762.5939941,266.867040555,5.485143777,3.297034813375,3.200962779,30,14,68
"2015-08-08",50,0.8,25.6107,8.11086,6.3411,2.9703,36.3858015479976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.88,14.08,0.32,1.33,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.64998779,22.8070910133333,22.24501953,0.0200448,100,81.5903016191667,82.54257773,888.5739746,265.925830723333,4.009638407,2.80499005525,2.7140206265,31,15,69
"2015-08-15",50,0.8,25.2125,8.53319666666667,7.031,3.22623333333333,36.5771204770771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.32000122,25.1866711933333,24.939996335,0.019689601,77.28535365,66.7172591208333,70.220792235,870.1220093,295.790915806375,3.115541626,1.84848878966667,1.9611813435,32,16,70
"2015-08-22",50,0.8,24.8143,8.95553333333333,7.7209,3.48216666666667,36.7684394061566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28005371,23.03291727625,23.18500671,0,76.17672472,63.0193496816667,64.16246319,838.8640137,269.799626506667,3.236309587,2.13500692516667,2.1721006955,33,17,71
"2015-08-31",50,0.8,24.4161,9.37787,8.4108,3.7381,36.9597583352361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.05,24.82,1.31,0.17,1.74,-0.595076501578043,0.00963021298010886,NA,NA,0.00963021298010886,0.982281723971104,0.0963021298010886,NA,374.27783354933,20.2428125,21.38,19.25,0.0110930403721045,0.00823105450091129,0.00962654343645429,28.39000854,24.5354248058333,24.16500244,0.0013248,75.82186756,64.5248809820833,67.252484365,574.539978,174.256792425333,2.109241494,1.349934587875,1.2636060725,34,18,72
